dataset,F1,F2,F3,F4,L1,L2,L3,N1,N2,N3,N4,T1,T2
D140-trn.arff,0.9983994118672967,0.0006913506045694,0.3459915611814346,0.0,0.0778210116731202,0.0843881856540084,0.0843881856540084,0.2383966244725738,0.4606861433338481,0.1729957805907173,0.0717299578059071,0.9662447257383966,0.0421940928270042
D141-trn.arff,0.9601409034412554,0.0717718697151914,0.3089700996677741,0.0,0.0503463058142432,0.0631229235880398,0.0564784053156146,0.3554817275747508,0.46823568904246,0.1893687707641196,0.2392026578073089,0.9966777408637874,0.0664451827242525
D34-trn.arff,0.9708279276997518,0.0219846374503585,0.4539473684210526,0.1546052631578947,0.1041058997165633,0.1447368421052631,0.1184210526315789,0.4506578947368421,0.4836462686169825,0.3322368421052631,0.2565789473684211,1.0,0.0657894736842105
D203-trn.arff,0.978051159482398,0.3416417704039335,0.968847352024922,0.8909657320872274,0.0932203389831758,0.102803738317757,0.102803738317757,0.2180685358255451,0.3690370559252099,0.1526479750778816,0.1246105919003115,0.3644859813084112,0.0249221183800623
D202-trn.arff,0.9631784459581838,0.6064552148893811,0.9370277078085644,0.91183879093199,0.0861394660506522,0.1083123425692694,0.1007556675062972,0.2141057934508816,0.3872922584895852,0.1335012594458438,0.1662468513853904,0.3879093198992443,0.0201511335012594
D291-trn.arff,0.9988350331314452,0.0125440800248908,0.6491803278688525,0.0,0.1803010546155424,0.419672131147541,0.4032786885245901,0.6163934426229508,0.4917672231618256,0.4032786885245901,0.2688524590163934,0.99672131147541,0.0655737704918032
D290-trn.arff,0.9983390142968344,0.0139213232073859,0.659016393442623,0.0,0.1931619818436069,0.4,0.3737704918032787,0.6360655737704918,0.4937679685754348,0.4229508196721311,0.2688524590163934,1.0,0.0655737704918032
D18-trn.arff,0.9975834091330948,0.0085463992482635,0.639344262295082,0.0,0.1904146230818285,0.3901639344262295,0.3934426229508196,0.5737704918032787,0.4874178505719365,0.340983606557377,0.3114754098360656,0.99672131147541,0.0655737704918032
D19-trn.arff,0.9975608639399935,0.0092781161667242,0.6347607052896725,0.0,0.1913359778077155,0.380352644836272,0.3828715365239294,0.5264483627204031,0.4842902327665899,0.3299748110831234,0.3123425692695214,0.9949622166246852,0.0503778337531486
D51-trn.arff,0.9939325983122136,0.0115090998619656,0.944078947368421,0.5625,0.2380483966984151,0.3125,0.3125,0.555921052631579,0.4962600351343338,0.4342105263157895,0.2532894736842105,0.993421052631579,0.0657894736842105
D124-trn.arff,0.9245368531353484,0.0515976600290657,0.8949044585987261,0.8152866242038217,0.1212539285565392,0.2006369426751592,0.1656050955414012,0.4203821656050955,0.4475652913709163,0.321656050955414,0.3057324840764331,0.7038216560509554,0.0254777070063694
D50-trn.arff,0.9333339896122054,0.1458372437906572,0.8412698412698413,0.7341269841269841,0.1327298631116636,0.2301587301587301,0.1666666666666666,0.4523809523809524,0.4668055928495555,0.3333333333333333,0.2738095238095238,0.75,0.0317460317460317
D153-trn.arff,0.9985436817813792,0.0363419818524721,0.9405034324942791,0.5789473684210527,0.1045081967202591,0.1167048054919908,0.1167048054919908,0.2700228832951945,0.4646750140930421,0.1693363844393592,0.0823798627002288,0.9565217391304348,0.045766590389016
D26-trn.arff,0.990992767871984,0.0485922283350184,0.9692737430167596,0.7318435754189944,0.1651316348683845,0.3184357541899442,0.270949720670391,0.6229050279329609,0.499206651017284,0.4888268156424581,0.3016759776536313,0.994413407821229,0.0558659217877094
D27-trn.arff,0.9942773225507502,0.0485743696097739,0.9601328903654484,0.6677740863787376,0.1932822085386925,0.3588039867109635,0.3289036544850499,0.6943521594684385,0.4987692168064382,0.521594684385382,0.3023255813953488,1.0,0.0664451827242525
D152-trn.arff,0.9967003140009654,0.0056968667549837,0.8662207357859532,0.2207357859531772,0.104790399077343,0.117056856187291,0.117056856187291,0.2474916387959866,0.4658357513722154,0.1739130434782608,0.0836120401337792,0.9765886287625418,0.0668896321070234
D188-trn.arff,0.9550011463500296,0.014052786846734,0.2823920265780731,0.0,0.0294925200523383,0.0332225913621262,0.0232558139534884,0.2325581395348837,0.4631275901234004,0.1362126245847176,0.2458471760797342,0.9900332225913622,0.0664451827242525
D189-trn.arff,0.995850755137537,0.0004359243972324,0.7045454545454546,0.101010101010101,0.0503591857682119,0.0530303030303029,0.0530303030303029,0.1313131313131313,0.4420448574692172,0.0833333333333333,0.058080808080808,0.8585858585858586,0.0505050505050505
D274-trn.arff,0.983225488725538,0.009680847913078,0.9182156133828996,0.3940520446096654,0.0756765634935229,0.0855018587360595,0.0799256505576208,0.2156133828996282,0.1047533912620819,0.0501858736059479,0.0724907063197026,0.5817843866171004,0.037174721189591
D275-trn.arff,0.983743124256619,0.009680847913078,0.9186691312384472,0.388170055452865,0.0742078938228656,0.0942698706099814,0.0924214417744916,0.2292051756007393,0.1020052668793626,0.0499075785582255,0.0850277264325323,0.589648798521257,0.0369685767097966
D240-trn.arff,0.9802042961562998,0.1889134632205852,0.8881720430107527,0.8150537634408602,0.068136272467307,0.0731182795698924,0.0731182795698924,0.1655913978494623,0.3653426867018518,0.1139784946236559,0.1225806451612903,0.3032258064516129,0.0172043010752688
D241-trn.arff,0.9792763302686144,0.0298289795781847,0.7888675623800384,0.4779270633397313,0.1455695610105015,0.2072936660268713,0.1804222648752399,0.4126679462571977,0.1009535326452036,0.0825335892514395,0.2744721689059501,0.6007677543186181,0.0383877159309021
D167-trn.arff,0.9494685174319204,0.081995641645019,0.9755600814663952,0.9185336048879836,0.1468344482528933,0.2586558044806517,0.1975560081466395,0.4949083503054989,0.2511007305155472,0.1894093686354379,0.3482688391038696,0.5865580448065173,0.0162932790224032
D12-trn.arff,0.9985968037268452,0.0305820928448528,0.5878594249201278,0.1725239616613418,0.298986936292925,0.426517571884984,0.426517571884984,0.487220447284345,0.4863555809121202,0.3035143769968051,0.2651757188498402,1.0,0.0319488817891373
D300-trn.arff,0.9970316204623944,0.0403620130654772,0.9304635761589404,0.6225165562913907,0.1893470705850995,0.3642384105960264,0.3841059602649006,0.7218543046357616,0.5041618100034294,0.5463576158940397,0.3609271523178808,1.0,0.0662251655629139
D13-trn.arff,0.9958885932487964,0.0091325116331113,0.591715976331361,0.0,0.1768519246216543,0.3757396449704142,0.4023668639053254,0.4437869822485207,0.4839405318038333,0.301775147928994,0.2426035502958579,0.9940828402366864,0.059171597633136
D209-trn.arff,0.9940132597851205,0.0091521803257985,0.6038834951456311,0.0,0.1888398836314067,0.3553398058252427,0.3300970873786407,0.3825242718446602,0.0884596733843519,0.0524271844660194,0.2640776699029126,0.5864077669902913,0.0388349514563106
D208-trn.arff,0.9796961864448728,0.0697972871004002,0.7586206896551724,0.5500821018062397,0.1536252597155643,0.22495894909688,0.1888341543513957,0.4991789819376026,0.205976299865554,0.1658456486042692,0.2627257799671593,0.7077175697865353,0.0328407224958949
D80-trn.arff,0.996636746242714,0.0039270801153818,0.8514851485148515,0.0297029702970297,0.2026234918273634,0.2541254125412541,0.2541254125412541,0.4587458745874587,0.4852438739444808,0.3135313531353135,0.264026402640264,0.9966996699669968,0.066006600660066
D81-trn.arff,0.9293335138850364,0.0078665622924635,0.776824034334764,0.6051502145922747,0.1203572214426358,0.2060085836909871,0.128755364806867,0.4420600858369098,0.4644009957445063,0.334763948497854,0.2832618025751073,0.6824034334763949,0.0343347639484978
D65-trn.arff,0.9656797669216184,0.0216137195605293,0.2973856209150327,0.0555555555555555,0.0447373882371268,0.0490196078431373,0.065359477124183,0.3529411764705882,0.4687466976429155,0.218954248366013,0.2549019607843137,0.9738562091503268,0.065359477124183
D110-trn.arff,0.95755882615095,0.0440521279834054,0.6329113924050633,0.4936708860759494,0.1064373196130684,0.1434599156118143,0.1476793248945147,0.4177215189873418,0.4570051014958651,0.3206751054852321,0.1940928270042194,0.5569620253164557,0.0337552742616033
D111-trn.arff,0.9675202805363792,0.0474852995409912,0.4152823920265781,0.1295681063122923,0.0798801898559372,0.096345514950166,0.0664451827242524,0.4418604651162791,0.4843049539642193,0.3056478405315614,0.2325581395348837,1.0,0.0664451827242525
D64-trn.arff,0.9703889658747652,0.0283782822189913,0.3577023498694517,0.1044386422976501,0.0565812087462717,0.0939947780678851,0.08355091383812,0.3420365535248041,0.4678629165449938,0.2140992167101827,0.2140992167101827,0.9738903394255874,0.052219321148825
D182-trn.arff,0.9973985685008464,0.0001126822882543,0.3312368972746331,0.0,0.0479041914561684,0.050314465408805,0.050314465408805,0.1236897274633123,0.4438855456876628,0.0838574423480083,0.0440251572327044,0.9161425576519916,0.0419287211740041
D183-trn.arff,0.9809044575853924,0.0014821121357779,0.316017316017316,0.1298701298701298,0.0571169457821868,0.0606060606060605,0.0606060606060605,0.1558441558441558,0.3716321172681317,0.1082251082251082,0.0606060606060606,0.2597402597402597,0.0346320346320346
D159-trn.arff,0.9961326692478366,0.040642373928449,0.957816377171216,0.6451612903225806,0.1333333333515056,0.1538461538461538,0.1538461538461538,0.337468982630273,0.4708397844654263,0.2133995037220843,0.1017369727047146,0.9900744416873448,0.0496277915632754
D158-trn.arff,0.9530382288054826,0.0642519996089122,0.8,0.6791666666666667,0.1117996168358022,0.1416666666666667,0.1583333333333333,0.3375,0.4396011548028131,0.2375,0.175,0.5875,0.0333333333333333
D237-trn.arff,0.9859524344155296,0.2561020404081658,0.8895705521472392,0.7269938650306749,0.0685714285715261,0.0736196319018405,0.0736196319018405,0.1687116564417178,0.3689224620127581,0.1012269938650306,0.0920245398773006,0.3128834355828221,0.0245398773006134
D236-trn.arff,0.9791037889518748,0.2657506497467549,0.775811209439528,0.6902654867256637,0.0635254306471903,0.0678466076696164,0.0678466076696164,0.1297935103244837,0.3512424749133234,0.0737463126843657,0.0884955752212389,0.2566371681415929,0.023598820058997
D46-trn.arff,0.9934460824887744,0.0119848898026553,0.6165413533834586,0.0,0.1816798067401099,0.3759398496240601,0.3558897243107769,0.5137844611528822,0.4848893411285128,0.3433583959899749,0.2581453634085213,0.9949874686716792,0.050125313283208
D133-trn.arff,0.9756084130629348,0.0015688877991409,0.1835106382978723,0.0,0.0205117164020615,0.0239361702127659,0.0132978723404255,0.1223404255319148,0.4321650743286555,0.0718085106382978,0.0452127659574468,0.7579787234042553,0.0531914893617021
D132-trn.arff,0.998346508985528,5.024428043489508e-05,0.2526539278131635,0.0,0.0446247464503034,0.0467091295116772,0.0467091295116772,0.1443736730360934,0.4494118814111055,0.0976645435244161,0.0424628450106157,0.8853503184713376,0.0424628450106157
D47-trn.arff,0.9301202558119156,0.0106425085579561,0.8405172413793104,0.625,0.1253255228813283,0.2327586206896551,0.2241379310344827,0.5474137931034483,0.4785732123450772,0.4051724137931034,0.3362068965517241,0.7974137931034483,0.0344827586206896
D6-trn.arff,0.9967946426739912,0.0109519308361035,0.51,0.0,0.2592575473495369,0.35,0.35,0.6,0.494954792707111,0.44,0.29,1.0,0.0666666666666666
D7-trn.arff,0.9979988884123424,0.0053815781319424,0.5271565495207667,0.0,0.2703963018140169,0.3706070287539936,0.3706070287539936,0.5559105431309904,0.4889945310612092,0.3706070287539936,0.242811501597444,0.9968051118210862,0.0638977635782747
D286-trn.arff,0.9035258647965668,0.0774938607022487,0.8395061728395061,0.7111111111111111,0.1144722142594121,0.1999999999999999,0.1185185185185184,0.3654320987654321,0.0973257019013833,0.0567901234567901,0.362962962962963,0.3876543209876543,0.019753086419753
D287-trn.arff,0.9978392735232352,0.0187632517865113,0.6268656716417911,0.0,0.1902185429956761,0.4228855721393034,0.4129353233830846,0.5895522388059702,0.4902716718575035,0.4004975124378109,0.2512437810945274,0.9950248756218906,0.0497512437810945
D214-trn.arff,0.9941837568468588,0.0820526225121642,0.9761467889908256,0.7724770642201835,0.1932371136750696,0.3431192660550458,0.3431192660550458,0.544954128440367,0.1503964515425363,0.1192660550458715,0.2862385321100917,0.653211009174312,0.036697247706422
D215-trn.arff,0.9872781609070784,0.0487187487999141,0.9596491228070176,0.743859649122807,0.1712748772864717,0.2789473684210526,0.2280701754385965,0.5824561403508772,0.1608996575711501,0.1508771929824561,0.2491228070175438,0.6614035087719298,0.0350877192982456
D78-trn.arff,0.9865533538753876,0.0626365872063585,0.9326923076923076,0.5673076923076923,0.1243906149228594,0.2275641025641025,0.2147435897435897,0.5032051282051282,0.4890711069176042,0.3878205128205128,0.2115384615384615,0.9935897435897436,0.0641025641025641
D79-trn.arff,0.9378235727101992,0.0423462255883517,0.8188976377952756,0.6732283464566929,0.1140519332411175,0.1968503937007873,0.1535433070866141,0.4409448818897638,0.4548057255810041,0.2992125984251969,0.2755905511811024,0.7086614173228346,0.0314960629921259
D263-trn.arff,0.9884659857953548,0.0377616784196622,0.7409326424870466,0.5595854922279793,0.0325814490731162,0.0336787564766839,0.0336787564766839,0.0854922279792746,0.3276508246646916,0.0621761658031088,0.0621761658031088,0.1839378238341968,0.0207253886010362
D262-trn.arff,0.98276942290395,0.001581895446989,0.591304347826087,0.0347826086956521,0.0292179462113563,0.0304347826086957,0.0347826086956521,0.0782608695652174,0.3252785299373281,0.0521739130434782,0.0304347826086956,0.1434782608695652,0.0347826086956521
D144-trn.arff,0.9775699926477668,0.004941509020688,0.392156862745098,0.0,0.0511850940323883,0.065359477124183,0.0424836601307189,0.2516339869281045,0.4497133846072016,0.1633986928104575,0.0849673202614379,0.9019607843137256,0.065359477124183
D30-trn.arff,0.966565178200544,0.3552874373005474,0.9783549783549784,0.9177489177489178,0.1635355294197096,0.2857142857142857,0.2164502164502164,0.6493506493506493,0.5009685042699356,0.5411255411255411,0.4285714285714285,0.8528138528138528,0.0346320346320346
D145-trn.arff,0.9835832629465924,0.0012644718150737,0.46,0.0533333333333333,0.0607645473989655,0.0633333333333333,0.0699999999999999,0.1866666666666666,0.4467950105834501,0.1133333333333333,0.0566666666666666,0.8933333333333333,0.0666666666666666
D97-trn.arff,0.9775457930023076,0.0124166774128431,0.4046052631578947,0.0,0.068499416713833,0.0756578947368421,0.0394736842105263,0.2631578947368421,0.4601552476587979,0.1875,0.1052631578947368,0.9703947368421052,0.0657894736842105
D96-trn.arff,0.9667462907650052,0.0011260436434751,0.1517857142857142,0.0,0.0129770918657958,0.0178571428571429,0.0208333333333333,0.175595238095238,0.4498733367361995,0.1130952380952381,0.1934523809523809,0.925595238095238,0.0595238095238095
D170-trn.arff,0.92752131768607,0.1021104360064954,0.9688644688644688,0.8956043956043956,0.1370954222801058,0.2252747252747252,0.1758241758241758,0.445054945054945,0.3153344905870053,0.2124542124542124,0.3443223443223443,0.6007326007326007,0.0146520146520146
D171-trn.arff,0.96474759786973,0.3714048004403052,0.980722891566265,0.908433734939759,0.1633251614215933,0.2867469879518072,0.2819277108433735,0.5228915662650603,0.1501393168876162,0.1108433734939759,0.4048192771084337,0.5493975903614458,0.0192771084337349
D257-trn.arff,0.9702167530590786,2.6822291834177102e-05,0.3134920634920635,0.0119047619047619,0.0159990182157035,0.0238095238095238,0.0238095238095238,0.0793650793650793,0.3177566197143329,0.0555555555555555,0.0436507936507936,0.1111111111111111,0.0317460317460317
D256-trn.arff,0.953478137535086,3.802299671180902e-05,0.20703125,0.0,0.0102539944244757,0.01171875,0.01171875,0.05859375,0.3005821189952334,0.03515625,0.0625,0.0859375,0.03125
D139-trn.arff,0.99692290724667,0.0004207065251605,0.3365155131264916,0.0,0.0791208791204558,0.0859188544152744,0.0859188544152744,0.2171837708830549,0.4645046767909814,0.1408114558472553,0.0739856801909307,0.9880668257756564,0.0477326968973747
D138-trn.arff,0.9979257194259284,0.0009459419604885,0.3247524752475247,0.0,0.0884476534295027,0.097029702970297,0.097029702970297,0.2217821782178217,0.460794257333066,0.1306930693069307,0.0772277227722772,0.9663366336633664,0.0396039603960396
D220-trn.arff,0.9709671332715518,0.0001529970435189,0.1067193675889328,0.0,0.0228528783275833,0.0237154150197628,0.0158102766798419,0.0434782608695652,0.2973228419385307,0.0237154150197628,0.0158102766798418,0.0790513833992094,0.0316205533596837
D221-trn.arff,0.9878217985369272,0.0001854830722662,0.3073593073593073,0.0346320346320346,0.0294128645553374,0.0303030303030302,0.0303030303030302,0.0735930735930736,0.3196267204419991,0.0519480519480519,0.0303030303030303,0.0995670995670995,0.0346320346320346
D269-trn.arff,0.9631659921757582,0.0359724388326983,0.3965217391304347,0.1965217391304347,0.0793627063213759,0.0869565217391304,0.0556521739130434,0.2608695652173913,0.127805660328143,0.0521739130434782,0.2434782608695652,0.6295652173913043,0.0347826086956521
D268-trn.arff,0.9627093168608558,0.0255403631949079,0.3358348968105065,0.0769230769230769,0.0556797468571975,0.0619136960600374,0.048780487804878,0.3264540337711069,0.1063989651363666,0.0544090056285178,0.2363977485928705,0.6022514071294559,0.0375234521575985
D195-trn.arff,0.99659067426643,0.0010845484137769,0.8384458077709611,0.2719836400817996,0.0667938931297912,0.0715746421267893,0.0715746421267893,0.1901840490797546,0.4559053094768519,0.1165644171779141,0.1165644171779141,0.9386503067484664,0.0408997955010225
D194-trn.arff,0.995963738583282,0.0002422392845363,0.8110599078341014,0.1313364055299539,0.0482456083318511,0.0506912442396313,0.0506912442396313,0.1313364055299539,0.4432245143642063,0.0852534562211981,0.076036866359447,0.8064516129032258,0.0460829493087557
D72-trn.arff,0.985988902442014,0.0335670560196215,0.8514851485148515,0.5511551155115512,0.1314261248095783,0.1683168316831683,0.1386138613861386,0.4158415841584158,0.4796264603209755,0.2739273927392739,0.1551155115511551,0.9966996699669968,0.066006600660066
D107-trn.arff,0.967962160895091,0.1449066079047866,0.4382716049382716,0.1635802469135802,0.0787451936602567,0.1111111111111111,0.0802469135802469,0.4444444444444444,0.4821592027059967,0.3117283950617284,0.2716049382716049,0.9938271604938272,0.0617283950617283
D106-trn.arff,0.9701112786326392,0.0237050522823642,0.3588516746411483,0.1738437001594896,0.0603616116271091,0.0685805422647527,0.0494417862838915,0.2392344497607655,0.4612608398342239,0.1307814992025518,0.226475279106858,0.9760765550239234,0.0318979266347687
D73-trn.arff,0.9380871166982764,0.1322346454048988,0.6510638297872341,0.5617021276595745,0.1154826495572847,0.2127659574468084,0.1106382978723404,0.451063829787234,0.4503540027249406,0.2851063829787234,0.2723404255319149,0.676595744680851,0.0340425531914893
D1-trn.arff,0.9976177601781208,0.2160648569554543,0.9767441860465116,0.7774086378737541,0.1776071186867491,0.4518272425249169,0.3421926910299003,0.6943521594684385,0.5004071803457697,0.5116279069767442,0.335548172757475,1.0,0.0664451827242525
D134-trn.arff,0.9765164321094234,0.0007681722595611,0.1643835616438356,0.0,0.0107949346224053,0.0164383561643836,0.0109589041095889,0.1260273972602739,0.431206274992458,0.0794520547945205,0.0465753424657534,0.7315068493150685,0.0547945205479452
D41-trn.arff,0.9971838492967764,0.0083114215926383,0.5098901098901099,0.0043956043956043,0.2416666676823888,0.3186813186813186,0.3186813186813186,0.5010989010989011,0.4853355883340701,0.334065934065934,0.2263736263736263,1.0,0.0439560439560439
D40-trn.arff,0.9956956558510118,0.0067930377200263,0.5131578947368421,0.0,0.2437808747159041,0.3223684210526315,0.3223684210526315,0.5328947368421053,0.4902118096009797,0.3947368421052631,0.1907894736842105,1.0,0.0657894736842105
D135-trn.arff,0.9732429953775474,0.0005068142800829,0.037593984962406,0.0,5.263734517835239e-05,0.0025062656641604,0.0,0.0902255639097744,0.418367221223941,0.0551378446115288,0.0526315789473684,0.7568922305764411,0.050125313283208
D213-trn.arff,0.9965320554580412,0.0785689976953141,0.975925925925926,0.7407407407407407,0.2142752433005482,0.3351851851851851,0.3407407407407408,0.5444444444444444,0.1276435706557608,0.1,0.2851851851851852,0.6277777777777778,0.037037037037037
D212-trn.arff,0.998189017412284,0.0778718581291095,0.9645522388059702,0.7313432835820896,0.269754768065038,0.3694029850746269,0.3694029850746269,0.498134328358209,0.1110178482960966,0.1063432835820895,0.2761194029850746,0.6119402985074627,0.0373134328358208
D281-trn.arff,0.8934992704226612,0.0328959025989986,0.8382352941176471,0.7401960784313726,0.1138650909984164,0.1691176470588234,0.1421568627450981,0.3480392156862745,0.1228950586905187,0.0833333333333333,0.3333333333333333,0.4240196078431372,0.0196078431372549
D280-trn.arff,0.8934992704226612,0.0328959025989986,0.8382352941176471,0.7401960784313726,0.1137326566168841,0.1666666666666666,0.1127450980392157,0.3480392156862745,0.1228950586905187,0.0833333333333333,0.3284313725490196,0.4240196078431372,0.0196078431372549
D198-trn.arff,0.9788250986278992,0.3416417704039335,0.9652996845425869,0.8801261829652997,0.0916905108129858,0.1009463722397476,0.1009463722397476,0.2176656151419558,0.3683225371726575,0.1514195583596214,0.1356466876971608,0.3596214511041009,0.0252365930599369
D199-trn.arff,0.9663928334587812,0.1329469383258449,0.8734693877551021,0.746938775510204,0.0816501804508122,0.1020408163265306,0.1061224489795918,0.2408163265306122,0.4035238196179539,0.1673469387755102,0.2,0.473469387755102,0.0326530612244898
D264-trn.arff,0.9594569410604497,0.0178368691581854,0.3359840954274354,0.025844930417495,0.0569504125187441,0.05168986083499,0.0417495029821073,0.272365805168986,0.1152978187440463,0.0357852882703777,0.220675944333996,0.6182902584493042,0.0397614314115308
D265-trn.arff,0.9593324612368757,0.0321081088909492,0.2972972972972973,0.0,0.0382904394871818,0.0482625482625482,0.0444015444015444,0.2895752895752895,0.10058386186714,0.0501930501930501,0.2181467181467181,0.5945945945945946,0.0386100386100386
D36-trn.arff,0.9741074430202294,0.0200721221069389,0.5548387096774193,0.2612903225806451,0.080778536491918,0.0999999999999999,0.1032258064516129,0.4741935483870967,0.4820892751207162,0.3032258064516129,0.2967741935483871,0.9935483870967742,0.064516129032258
D143-trn.arff,0.9590069389574094,0.0139695173789879,0.2907348242811501,0.0,0.0349915100750026,0.0383386581469649,0.0191693290734824,0.2268370607028754,0.455829797357517,0.1246006389776357,0.2300319488817891,0.987220447284345,0.0638977635782747
D142-trn.arff,0.9608491541918364,0.0116744348650389,0.2363636363636363,0.0,0.0259159514754763,0.0363636363636363,0.0212121212121212,0.2545454545454545,0.464631588907822,0.1787878787878788,0.2363636363636363,0.9848484848484848,0.0606060606060606
D37-trn.arff,0.9736384838404432,0.0165579609223932,0.5529801324503312,0.2483443708609271,0.0913039565696932,0.119205298013245,0.1125827814569536,0.4139072847682119,0.4806018506218755,0.2814569536423841,0.2615894039735099,0.9900662251655628,0.0662251655629139
D177-trn.arff,0.9976678308412869,5.539949365551281e-06,0.2535545023696682,0.0,0.0298850535091272,0.0308056872037915,0.0308056872037915,0.0900473933649289,0.4382945592224829,0.0592417061611374,0.0165876777251184,0.7701421800947867,0.0473933649289099
D176-trn.arff,0.9667010014013532,0.2503220485581864,0.972568578553616,0.9002493765586035,0.1736673599580178,0.2892768079800498,0.2693266832917705,0.5785536159600998,0.1447593218458971,0.1097256857855361,0.4488778054862843,0.5211970074812967,0.0199501246882793
D219-trn.arff,0.9833464644113205,4.288031097446579e-05,0.3127572016460905,0.0288065843621399,0.0232575194932169,0.0246913580246913,0.0288065843621398,0.0699588477366255,0.3304161893421738,0.0493827160493827,0.0452674897119341,0.1358024691358024,0.0329218106995884
D218-trn.arff,0.973098418177882,0.0002327010105633,0.2672413793103448,0.0,0.0307948375929284,0.0344827586206896,0.0301724137931034,0.0775862068965517,0.327059271009638,0.043103448275862,0.043103448275862,0.1379310344827586,0.0344827586206896
D91-trn.arff,0.9973891165069616,0.0009309092197254,0.2493702770780856,0.0,0.0956719817762411,0.105793450881612,0.105793450881612,0.2972292191435768,0.4693850310821382,0.2191435768261964,0.0806045340050377,0.9748110831234256,0.0503778337531486
D250-trn.arff,0.936391519217364,0.3211805237525288,0.988814317673378,0.9485458612975392,0.1146849295679091,0.145413870246085,0.1230425055928411,0.3758389261744966,0.1793148818039229,0.1476510067114094,0.2214765100671141,0.4384787472035794,0.017897091722595
D251-trn.arff,0.936391519217364,0.3211805237525288,0.988814317673378,0.9485458612975392,0.1147412265839339,0.145413870246085,0.1140939597315435,0.3758389261744966,0.1793148818039229,0.1476510067114094,0.1946308724832214,0.4384787472035794,0.017897091722595
D149-trn.arff,0.9634411154382296,0.0740811828055933,0.3636363636363636,0.0282131661442006,0.0470413649183524,0.0564263322884012,0.0282131661442006,0.335423197492163,0.4729756021280462,0.2163009404388714,0.1692789968652037,0.9937304075235108,0.0626959247648902
D148-trn.arff,0.9632159775089694,0.1296737799151437,0.3653846153846153,0.1538461538461538,0.0601908112282244,0.0906593406593406,0.0576923076923077,0.3516483516483517,0.4738352908345733,0.2087912087912088,0.2527472527472527,0.9945054945054944,0.0549450549450549
D227-trn.arff,0.9764351003845224,0.0041406633198932,0.6892430278884463,0.1872509960159362,0.0525681341126669,0.0557768924302788,0.0557768924302788,0.1195219123505976,0.3629606775754018,0.0796812749003984,0.0637450199203187,0.2270916334661354,0.0318725099601593
D226-trn.arff,0.9871228807207229,0.0005081925320893,0.4304347826086956,0.008695652173913,0.0376093031195303,0.0391304347826086,0.0391304347826086,0.0869565217391304,0.3445933326062992,0.0521739130434782,0.0782608695652174,0.2043478260869565,0.0347826086956521
D100-trn.arff,0.997474051091524,0.000308023141811,0.347682119205298,0.0,0.1143695071282275,0.1291390728476821,0.1291390728476821,0.3741721854304636,0.4772165544563679,0.2649006622516556,0.1324503311258278,0.9735099337748344,0.0662251655629139
D75-trn.arff,0.9976646886071826,0.0069216934600739,0.8102766798418972,0.1027667984189723,0.2191323978497532,0.2806324110671937,0.2806324110671937,0.4367588932806324,0.4770432339248748,0.2727272727272727,0.2569169960474308,0.9920948616600792,0.0395256916996047
D74-trn.arff,0.9728159694327434,0.0601989703452179,0.5247524752475248,0.2376237623762376,0.1051933499667657,0.1683168316831683,0.1353135313531352,0.5742574257425742,0.4947039382008492,0.3993399339933993,0.3201320132013201,0.99009900990099,0.066006600660066
D101-trn.arff,0.9968349843281537,0.0010522139711417,0.3731019522776572,0.0,0.1134615384615291,0.1279826464208242,0.1279826464208242,0.3188720173535792,0.4676973050914376,0.1865509761388286,0.1041214750542299,0.9891540130151844,0.0433839479392624
D192-trn.arff,0.9988351439100966,0.0047951582700102,0.871859296482412,0.3417085427135678,0.0679156908122601,0.0728643216080402,0.0728643216080402,0.1733668341708542,0.4496320685759276,0.1105527638190954,0.0527638190954773,0.9045226130653268,0.050251256281407
D193-trn.arff,0.9977885779198924,0.0011262465025029,0.7821782178217822,0.193069306930693,0.0712643678159634,0.0767326732673266,0.0767326732673266,0.1509900990099009,0.44978762944835,0.094059405940594,0.0618811881188118,0.948019801980198,0.0495049504950495
D296-trn.arff,0.9685201825741084,0.069950125913085,0.9316239316239316,0.8418803418803419,0.1634432457339545,0.3547008547008546,0.3162393162393162,0.6965811965811965,0.5037659011814188,0.5128205128205128,0.3931623931623931,0.8675213675213675,0.0341880341880341
D297-trn.arff,0.9680301989667895,0.0560959966733778,0.9004329004329005,0.8051948051948052,0.1585251990060791,0.2987012987012987,0.2251082251082251,0.6536796536796536,0.4954218264256853,0.4848484848484848,0.3636363636363636,0.8441558441558441,0.0346320346320346
D204-trn.arff,0.9695268615197468,0.4425147584319373,0.9457364341085271,0.8863049095607235,0.0979020979111126,0.1085271317829457,0.1085271317829457,0.2377260981912144,0.3911685374302939,0.1782945736434108,0.1627906976744186,0.4134366925064599,0.020671834625323
D205-trn.arff,0.9651160953932983,0.6141054153464,0.9705882352941176,0.923529411764706,0.102749253378107,0.1147058823529412,0.1147058823529412,0.2411764705882353,0.3735578577377443,0.1588235294117647,0.1411764705882353,0.3529411764705882,0.0235294117647058
D123-trn.arff,0.894463912561631,0.0399340449683844,0.8961038961038961,0.7359307359307359,0.1141706336049641,0.1688311688311687,0.1038961038961039,0.4502164502164502,0.4513958928398149,0.3246753246753247,0.3376623376623376,0.6233766233766234,0.0346320346320346
